loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
7.0,2.0,1.0,1.0,15.0,51.89,0.19,5.33,9.73,276.75,0.02,15.38,5,0,0,0,8.0,3.0,11.0,4.0,3.0,False
22.0,5.0,1.0,5.0,155.0,846.21,0.09,11.33,74.67,9590.4,0.28,532.8,15,2,3,0,11.0,33.0,87.0,68.0,9.0,False
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
8.0,1.0,1.0,1.0,26.0,106.27,0.16,6.43,16.53,683.19,0.04,37.96,5,0,1,0,10.0,7.0,17.0,9.0,1.0,False
35.0,5.0,1.0,4.0,85.0,347.43,0.04,24.29,14.31,8437.69,0.12,468.76,27,2,3,0,10.0,7.0,51.0,34.0,9.0,False
7.0,2.0,1.0,2.0,19.0,60.23,0.11,8.75,6.88,527.0,0.02,29.28,5,0,0,0,7.0,2.0,14.0,5.0,3.0,False
178.0,6.0,3.0,4.0,544.0,3689.06,0.03,30.25,121.95,111594.06,1.23,6199.67,109,33,34,0,22.0,88.0,302.0,242.0,11.0,False
42.0,15.0,14.0,2.0,169.0,893.23,0.02,43.84,20.37,39162.68,0.3,2175.7,37,0,3,0,23.0,16.0,110.0,61.0,29.0,False
13.0,2.0,1.0,1.0,24.0,91.38,0.2,5.0,18.28,456.88,0.03,25.38,10,0,1,0,7.0,7.0,14.0,10.0,3.0,False
59.0,8.0,6.0,8.0,233.0,1381.86,0.04,23.9,57.81,33029.87,0.46,1834.99,42,8,7,0,20.0,41.0,135.0,98.0,15.0,False
10.0,3.0,3.0,2.0,17.0,64.73,0.19,5.4,11.99,349.52,0.02,19.42,6,0,2,0,9.0,5.0,11.0,6.0,5.0,False
143.0,53.0,51.0,4.0,344.0,2023.63,0.04,23.48,86.2,47507.1,0.67,2639.28,120,9,12,0,17.0,42.0,228.0,116.0,105.0,False
4.0,1.0,1.0,1.0,3.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3.0,0.0,3.0,0.0,1.0,False
24.0,6.0,5.0,4.0,80.0,380.39,0.07,14.86,25.6,5651.52,0.13,313.97,10,9,3,0,13.0,14.0,48.0,32.0,11.0,False
24.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
118.0,21.0,19.0,19.0,423.0,2711.17,0.03,34.37,78.88,93190.81,0.9,5177.27,93,10,13,0,26.0,59.0,267.0,156.0,40.0,False
20.0,4.0,4.0,2.0,44.0,199.04,0.11,8.73,22.81,1737.05,0.07,96.5,18,0,0,0,12.0,11.0,28.0,16.0,7.0,False
11.0,2.0,1.0,2.0,11.0,34.87,0.25,4.0,8.72,139.48,0.01,7.75,4,2,1,0,6.0,3.0,7.0,4.0,3.0,False
19.0,8.0,4.0,4.0,207.0,1116.21,0.03,34.0,32.83,37951.13,0.37,2108.4,11,0,3,3,24.0,18.0,156.0,51.0,15.0,False
28.0,6.0,1.0,1.0,50.0,232.19,0.11,8.77,26.48,2036.15,0.08,113.12,21,0,5,0,12.0,13.0,31.0,19.0,7.0,False
31.0,3.0,1.0,1.0,65.0,322.02,0.08,12.27,26.25,3950.15,0.11,219.45,22,1,4,0,16.0,15.0,42.0,23.0,5.0,False
4.0,2.0,1.0,1.0,15.0,55.51,0.33,3.0,18.5,166.52,0.02,9.25,2,0,0,0,6.0,7.0,8.0,7.0,3.0,False
73.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
5.0,1.0,1.0,1.0,13.0,44.97,0.33,3.0,14.99,134.92,0.01,7.5,3,0,0,0,6.0,5.0,8.0,5.0,1.0,False
5.0,1.0,1.0,1.0,10.0,31.7,0.33,3.0,10.57,95.1,0.01,5.28,3,0,0,0,6.0,3.0,7.0,3.0,1.0,False
24.0,5.0,5.0,3.0,81.0,393.5,0.05,19.08,20.63,7506.7,0.13,417.04,19,0,2,0,16.0,13.0,50.0,31.0,9.0,False
18.0,2.0,1.0,2.0,51.0,252.66,0.18,5.48,46.14,1383.64,0.08,76.87,14,0,1,0,10.0,21.0,28.0,23.0,3.0,False
32.0,4.0,1.0,4.0,63.0,306.05,0.06,17.0,18.0,5202.9,0.1,289.05,24,1,4,0,17.0,12.0,39.0,24.0,7.0,False
23.0,11.0,11.0,11.0,126.0,646.29,0.05,21.47,30.1,13878.22,0.22,771.01,20,0,1,0,16.0,19.0,75.0,51.0,21.0,False
18.0,2.0,1.0,2.0,30.0,125.1,0.23,4.4,28.43,550.43,0.04,30.58,13,1,1,1,8.0,10.0,19.0,11.0,3.0,False
30.0,6.0,1.0,3.0,82.0,402.37,0.07,13.38,30.07,5384.59,0.13,299.14,17,5,6,0,13.0,17.0,47.0,35.0,11.0,False
33.0,1.0,1.0,1.0,68.0,293.89,0.13,7.81,37.64,2294.61,0.1,127.48,12,10,7,0,7.0,13.0,39.0,29.0,1.0,False
88.0,10.0,8.0,9.0,249.0,1526.19,0.05,20.86,73.15,31840.54,0.51,1768.92,58,13,14,1,19.0,51.0,137.0,112.0,18.0,False
51.0,11.0,9.0,3.0,125.0,641.16,0.04,24.94,25.71,15988.94,0.21,888.27,32,9,8,0,19.0,16.0,83.0,42.0,21.0,False
10.0,2.0,1.0,1.0,38.0,166.91,0.15,6.82,24.48,1138.01,0.06,63.22,6,0,1,0,10.0,11.0,23.0,15.0,3.0,False
14.0,2.0,1.0,2.0,37.0,165.0,0.14,7.08,23.29,1168.74,0.05,64.93,9,0,3,0,10.0,12.0,20.0,17.0,3.0,False
21.0,2.0,1.0,2.0,52.0,235.23,0.1,9.82,23.96,2309.48,0.08,128.3,14,0,5,0,12.0,11.0,34.0,18.0,3.0,False
188.0,33.0,24.0,28.0,694.0,4659.69,0.02,48.12,96.84,224202.6,1.55,12455.7,126,26,21,13,27.0,78.0,416.0,278.0,65.0,False
16.0,4.0,3.0,3.0,23.0,92.0,0.2,5.0,18.4,460.0,0.03,25.56,13,0,1,0,10.0,6.0,17.0,6.0,7.0,False
38.0,11.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,21.0,False
90.0,9.0,7.0,8.0,439.0,2835.69,0.03,30.59,92.71,86738.77,0.95,4818.82,80,1,7,0,20.0,68.0,232.0,208.0,17.0,False
203.0,17.0,8.0,14.0,683.0,4254.28,0.01,87.0,48.9,370122.64,1.42,20562.37,170,0,31,0,29.0,46.0,407.0,276.0,31.0,False
609.0,6.0,1.0,6.0,2392.0,19108.93,0.02,46.29,412.83,884499.69,6.37,49138.87,473,31,102,1,19.0,264.0,1496.0,1378.0,17.0,False
187.0,20.0,7.0,18.0,531.0,3614.71,0.03,39.13,92.37,141452.57,1.2,7858.48,143,14,26,2,29.0,83.0,307.0,224.0,37.0,True
12.0,2.0,1.0,2.0,35.0,156.08,0.12,8.5,18.36,1326.68,0.05,73.7,9,0,1,0,11.0,11.0,18.0,17.0,3.0,False
7.0,2.0,1.0,1.0,26.0,108.42,0.11,9.0,12.05,975.76,0.04,54.21,4,0,1,0,12.0,6.0,17.0,9.0,3.0,False
21.0,2.0,1.0,1.0,53.0,246.12,0.08,12.73,19.34,3132.49,0.08,174.03,11,4,4,0,14.0,11.0,33.0,20.0,3.0,False
9.0,2.0,1.0,1.0,18.0,72.0,0.17,5.83,12.34,420.0,0.02,23.33,4,0,3,0,10.0,6.0,11.0,7.0,3.0,False
33.0,2.0,1.0,2.0,38.0,166.91,0.12,8.67,19.26,1446.54,0.06,80.36,8,13,8,2,12.0,9.0,25.0,13.0,3.0,False
21.0,3.0,1.0,3.0,38.0,174.23,0.08,12.5,13.94,2177.86,0.06,120.99,15,0,3,0,15.0,9.0,23.0,15.0,5.0,False
14.0,4.0,4.0,3.0,31.0,133.98,0.1,10.21,13.12,1368.51,0.04,76.03,9,0,3,0,14.0,7.0,23.0,11.0,7.0,False
14.0,2.0,1.0,2.0,48.0,207.45,0.1,10.39,19.97,2155.2,0.07,119.73,9,0,3,0,11.0,9.0,31.0,17.0,3.0,False
15.0,1.0,1.0,1.0,20.0,78.14,0.33,3.0,26.05,234.41,0.03,13.02,5,5,3,0,6.0,9.0,11.0,9.0,1.0,False
17.0,4.0,1.0,1.0,32.0,133.44,0.08,11.79,11.32,1572.66,0.04,87.37,9,4,1,0,11.0,7.0,17.0,15.0,7.0,False
9.0,1.0,1.0,1.0,16.0,57.36,0.29,3.5,16.39,200.76,0.02,11.15,5,0,2,0,7.0,5.0,11.0,5.0,1.0,False
31.0,7.0,7.0,3.0,76.0,369.21,0.06,16.62,22.22,6134.51,0.12,340.81,24,2,3,0,16.0,13.0,49.0,27.0,13.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
16.0,2.0,1.0,2.0,23.0,82.45,0.28,3.57,23.09,294.48,0.03,16.36,12,1,1,0,5.0,7.0,13.0,10.0,3.0,False
11.0,2.0,1.0,1.0,37.0,140.87,0.08,12.6,11.18,1774.99,0.05,98.61,8,0,1,0,9.0,5.0,23.0,14.0,3.0,False
102.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,7.0,False
10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
4.0,1.0,1.0,1.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,2,0,0,0,6.0,3.0,6.0,3.0,1.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4.0,4.0,5.0,4.0,1.0,False
4.0,1.0,1.0,1.0,18.0,66.61,0.25,4.0,16.65,266.43,0.02,14.8,2,0,0,0,8.0,5.0,13.0,5.0,1.0,False
96.0,35.0,31.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,69.0,False
11.0,1.0,1.0,1.0,27.0,102.8,0.22,4.5,22.84,462.59,0.03,25.7,8,0,1,0,6.0,8.0,15.0,12.0,1.0,False
48.0,9.0,8.0,4.0,147.0,787.56,0.02,41.65,18.91,32799.55,0.26,1822.2,40,0,8,0,24.0,17.0,88.0,59.0,17.0,True
10.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
37.0,4.0,1.0,4.0,78.0,393.46,0.08,12.92,30.46,5082.23,0.13,282.35,23,8,4,0,15.0,18.0,47.0,31.0,7.0,False
9.0,4.0,3.0,1.0,29.0,120.93,0.08,13.0,9.3,1572.06,0.04,87.34,6,0,1,0,13.0,5.0,19.0,10.0,7.0,False
15.0,4.0,4.0,1.0,28.0,112.0,0.11,9.17,12.22,1026.67,0.04,57.04,11,0,2,0,10.0,6.0,17.0,11.0,7.0,False
43.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
79.0,11.0,1.0,1.0,125.0,655.99,0.04,24.09,27.23,15801.66,0.22,877.87,62,0,14,0,21.0,17.0,86.0,39.0,12.0,False
14.0,2.0,1.0,2.0,39.0,183.32,0.21,4.76,38.47,873.45,0.06,48.53,7,2,3,0,9.0,17.0,21.0,18.0,3.0,False
23.0,3.0,3.0,2.0,93.0,513.69,0.09,11.73,43.78,6027.31,0.17,334.85,21,0,2,0,16.0,30.0,49.0,44.0,5.0,False
12.0,2.0,1.0,1.0,42.0,159.91,0.13,7.88,20.31,1259.28,0.05,69.96,9,0,1,0,6.0,8.0,21.0,21.0,3.0,False
12.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
8.0,1.0,1.0,1.0,26.0,96.21,0.27,3.75,25.66,360.79,0.03,20.04,6,0,0,0,5.0,8.0,14.0,12.0,1.0,False
10.0,1.0,1.0,1.0,24.0,93.77,0.36,2.75,34.1,257.85,0.03,14.33,6,0,2,0,5.0,10.0,13.0,11.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
64.0,7.0,1.0,7.0,132.0,756.09,0.08,12.04,62.79,9104.53,0.25,505.81,45,5,11,0,17.0,36.0,81.0,51.0,13.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
7.0,1.0,1.0,1.0,14.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4,0,1,0,6.0,5.0,8.0,6.0,1.0,False
32.0,7.0,3.0,7.0,140.0,745.07,0.06,16.2,45.99,12070.13,0.25,670.56,21,0,9,0,15.0,25.0,86.0,54.0,13.0,False
16.0,2.0,1.0,2.0,41.0,182.84,0.21,4.67,39.18,853.24,0.06,47.4,12,0,2,0,7.0,15.0,21.0,20.0,3.0,False
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1.0,False
151.0,7.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
11.0,2.0,1.0,2.0,20.0,76.15,0.15,6.67,11.42,507.65,0.03,28.2,7,1,1,0,8.0,6.0,10.0,10.0,3.0,False
45.0,16.0,14.0,8.0,126.0,605.73,0.04,27.5,22.03,16657.48,0.2,925.42,40,0,3,0,14.0,14.0,71.0,55.0,31.0,False
16.0,2.0,1.0,2.0,63.0,325.71,0.11,8.91,36.56,2901.74,0.11,161.21,15,0,1,0,14.0,22.0,35.0,28.0,3.0,False
7.0,2.0,1.0,2.0,13.0,43.19,0.27,3.75,11.52,161.94,0.01,9.0,5,0,0,0,6.0,4.0,8.0,5.0,3.0,False
30.0,4.0,3.0,3.0,63.0,312.11,0.1,10.29,30.32,3212.94,0.1,178.5,17,3,8,0,14.0,17.0,38.0,25.0,7.0,False
13.0,2.0,1.0,2.0,40.0,178.38,0.13,7.5,23.78,1337.83,0.06,74.32,8,0,2,0,11.0,11.0,25.0,15.0,3.0,False
84.0,19.0,1.0,16.0,167.0,1030.38,0.05,21.43,48.08,22079.52,0.34,1226.64,61,0,21,0,30.0,42.0,107.0,60.0,21.0,False
4.0,1.0,1.0,1.0,16.0,59.21,0.25,4.0,14.8,236.83,0.02,13.16,2,0,0,0,8.0,5.0,11.0,5.0,1.0,False
38.0,8.0,7.0,2.0,76.0,386.65,0.05,18.37,21.05,7101.42,0.13,394.52,28,2,6,0,19.0,15.0,47.0,29.0,15.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
26.0,5.0,1.0,3.0,60.0,288.44,0.06,17.33,16.64,4999.65,0.1,277.76,20,0,1,0,16.0,12.0,34.0,26.0,9.0,False
21.0,2.0,1.0,2.0,47.0,228.33,0.16,6.42,35.58,1465.09,0.08,81.39,14,1,4,0,11.0,18.0,26.0,21.0,3.0,False
12.0,2.0,1.0,2.0,26.0,98.99,0.13,8.0,12.37,791.93,0.03,44.0,9,0,1,0,8.0,6.0,14.0,12.0,3.0,False
312.0,39.0,30.0,14.0,1097.0,7012.37,0.01,97.82,71.69,685920.72,2.34,38106.71,228,35,42,5,27.0,57.0,684.0,413.0,77.0,False
42.0,9.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,17.0,False
70.0,5.0,1.0,2.0,166.0,883.44,0.04,27.67,31.93,24441.84,0.29,1357.88,42,15,11,0,16.0,24.0,83.0,83.0,9.0,False
4.0,2.0,1.0,2.0,11.0,34.87,0.25,4.0,8.72,139.48,0.01,7.75,2,0,0,0,6.0,3.0,7.0,4.0,3.0,False
8.0,3.0,1.0,1.0,33.0,132.0,0.1,9.9,13.33,1306.8,0.04,72.6,4,0,1,0,11.0,5.0,24.0,9.0,5.0,False
29.0,6.0,5.0,4.0,64.0,314.04,0.07,15.0,20.94,4710.61,0.1,261.7,21,0,5,1,18.0,12.0,44.0,20.0,11.0,False
107.0,8.0,1.0,5.0,312.0,1892.62,0.03,31.91,59.3,60402.76,0.63,3355.71,89,1,5,10,20.0,47.0,162.0,150.0,15.0,False
19.0,5.0,1.0,5.0,81.0,376.15,0.06,15.71,23.94,5910.97,0.13,328.39,16,0,1,0,11.0,14.0,41.0,40.0,9.0,False
20.0,1.0,1.0,1.0,59.0,286.62,0.1,10.16,28.22,2910.99,0.1,161.72,11,0,7,0,13.0,16.0,34.0,25.0,1.0,False
68.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
65.0,9.0,5.0,2.0,141.0,750.39,0.03,35.85,20.93,26903.76,0.25,1494.65,37,18,7,1,23.0,17.0,88.0,53.0,17.0,False
14.0,4.0,4.0,3.0,36.0,152.93,0.14,7.2,21.24,1101.06,0.05,61.17,11,0,1,0,9.0,10.0,20.0,16.0,7.0,False
37.0,4.0,1.0,4.0,99.0,507.8,0.05,20.65,24.59,10484.56,0.17,582.48,26,1,7,1,18.0,17.0,60.0,39.0,7.0,False
24.0,7.0,3.0,2.0,63.0,292.56,0.09,10.62,27.56,3105.67,0.1,172.54,22,0,0,0,12.0,13.0,40.0,23.0,13.0,False
24.0,5.0,1.0,3.0,87.0,431.02,0.09,11.0,39.18,4741.17,0.14,263.4,18,0,4,0,11.0,20.0,47.0,40.0,9.0,False
91.0,2.0,1.0,1.0,267.0,1564.08,0.05,20.23,77.31,31645.36,0.52,1758.08,49,20,20,0,15.0,43.0,151.0,116.0,3.0,False
19.0,3.0,3.0,1.0,42.0,201.91,0.11,9.5,21.25,1918.13,0.07,106.56,13,0,4,0,14.0,14.0,23.0,19.0,5.0,False
11.0,1.0,1.0,1.0,15.0,53.77,0.25,4.0,13.44,215.1,0.02,11.95,6,0,2,0,8.0,4.0,11.0,4.0,1.0,False
17.0,4.0,4.0,1.0,54.0,244.27,0.06,17.11,14.28,4179.77,0.08,232.21,14,0,1,0,14.0,9.0,32.0,22.0,7.0,False
11.0,2.0,1.0,2.0,21.0,79.95,0.16,6.3,12.69,503.71,0.03,27.98,9,0,0,0,9.0,5.0,14.0,7.0,3.0,False
16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
43.0,7.0,7.0,4.0,96.0,471.06,0.05,20.57,22.9,9690.41,0.16,538.36,34,0,4,0,16.0,14.0,60.0,36.0,13.0,False
14.0,1.0,1.0,1.0,31.0,136.16,0.12,8.25,16.5,1123.34,0.05,62.41,8,0,4,0,11.0,10.0,16.0,15.0,1.0,False
27.0,3.0,1.0,1.0,62.0,284.27,0.08,12.0,23.69,3411.21,0.09,189.51,21,0,3,0,12.0,12.0,38.0,24.0,5.0,False
12.0,2.0,1.0,2.0,27.0,110.36,0.14,7.31,15.09,807.02,0.04,44.83,7,0,3,0,9.0,8.0,14.0,13.0,3.0,False
36.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
23.0,2.0,1.0,1.0,38.0,166.91,0.11,8.94,18.68,1491.74,0.06,82.87,16,0,3,0,13.0,8.0,27.0,11.0,3.0,False
13.0,4.0,3.0,1.0,33.0,147.16,0.09,11.38,12.94,1673.96,0.05,93.0,10,0,1,0,14.0,8.0,20.0,13.0,7.0,False
13.0,3.0,3.0,2.0,44.0,206.82,0.12,8.5,24.33,1757.96,0.07,97.66,9,0,2,0,13.0,13.0,27.0,17.0,5.0,False
86.0,3.0,1.0,3.0,247.0,1611.32,0.09,10.77,149.62,17352.67,0.54,964.04,49,14,11,10,14.0,78.0,127.0,120.0,5.0,False
18.0,3.0,1.0,3.0,39.0,171.3,0.13,7.7,22.25,1319.01,0.06,73.28,13,0,3,0,11.0,10.0,25.0,14.0,5.0,False
34.0,7.0,5.0,4.0,119.0,641.69,0.06,17.68,36.29,11345.0,0.21,630.28,26,1,5,0,17.0,25.0,67.0,52.0,13.0,True
21.0,2.0,1.0,2.0,57.0,242.13,0.07,15.0,16.14,3631.98,0.08,201.78,11,3,4,0,10.0,9.0,30.0,27.0,3.0,False
19.0,2.0,1.0,2.0,29.0,123.19,0.13,7.56,16.29,931.62,0.04,51.76,13,0,3,0,11.0,8.0,18.0,11.0,3.0,False
28.0,5.0,5.0,5.0,86.0,426.06,0.07,15.0,28.4,6390.91,0.14,355.05,18,0,8,0,15.0,16.0,54.0,32.0,9.0,False
4.0,2.0,1.0,1.0,16.0,62.51,0.25,4.0,15.63,250.04,0.02,13.89,2,0,0,0,8.0,7.0,9.0,7.0,3.0,False
22.0,2.0,1.0,1.0,75.0,381.56,0.13,7.41,51.47,2828.52,0.13,157.14,15,0,4,0,11.0,23.0,44.0,31.0,3.0,False
73.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
36.0,6.0,4.0,5.0,104.0,557.19,0.08,12.98,42.92,7232.7,0.19,401.82,24,5,5,0,15.0,26.0,59.0,45.0,11.0,False
42.0,4.0,1.0,4.0,128.0,685.77,0.06,16.32,42.02,11191.71,0.23,621.76,34,0,6,0,16.0,25.0,77.0,51.0,7.0,False
5.0,1.0,1.0,1.0,20.0,78.14,0.19,5.25,14.88,410.22,0.03,22.79,4,1,0,0,9.0,6.0,13.0,7.0,1.0,False
4.0,1.0,1.0,1.0,8.0,20.68,0.2,5.0,4.14,103.4,0.01,5.74,2,0,0,0,5.0,1.0,6.0,2.0,1.0,False
12.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
36.0,2.0,1.0,1.0,127.0,661.6,0.04,23.22,28.49,15363.84,0.22,853.55,24,2,7,0,19.0,18.0,83.0,44.0,3.0,False
15.0,5.0,4.0,2.0,33.0,132.0,0.07,14.3,9.23,1887.6,0.04,104.87,12,0,1,0,11.0,5.0,20.0,13.0,9.0,False
10.0,1.0,1.0,1.0,26.0,101.58,0.19,5.14,19.75,522.4,0.03,29.02,5,0,3,0,8.0,7.0,17.0,9.0,1.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
5.0,1.0,1.0,1.0,11.0,36.54,0.29,3.5,10.44,127.89,0.01,7.11,3,0,0,0,7.0,3.0,8.0,3.0,1.0,False
21.0,10.0,9.0,2.0,54.0,250.77,0.08,12.75,19.67,3197.29,0.08,177.63,13,5,1,0,15.0,10.0,37.0,17.0,19.0,False
19.0,3.0,1.0,2.0,46.0,210.91,0.11,8.88,23.74,1873.84,0.07,104.1,14,0,3,0,11.0,13.0,25.0,21.0,5.0,False
78.0,5.0,1.0,4.0,257.0,1485.81,0.04,27.97,53.12,41561.39,0.5,2308.97,67,1,6,1,19.0,36.0,151.0,106.0,9.0,False
4.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,0,0,3.0,1.0,3.0,1.0,1.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4.0,4.0,5.0,4.0,1.0,False
25.0,5.0,1.0,4.0,77.0,370.17,0.05,18.5,20.01,6848.08,0.12,380.45,18,0,5,0,14.0,14.0,40.0,37.0,9.0,False
20.0,4.0,1.0,2.0,31.0,131.69,0.15,6.86,19.2,902.99,0.04,50.17,15,0,3,0,12.0,7.0,23.0,8.0,7.0,False
13.0,2.0,1.0,2.0,37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,0,11.0,11.0,23.0,14.0,3.0,False
15.0,2.0,1.0,2.0,29.0,116.0,0.21,4.67,24.86,541.33,0.04,30.07,10,0,3,0,7.0,9.0,17.0,12.0,3.0,False
25.0,2.0,1.0,2.0,73.0,334.7,0.09,11.1,30.15,3715.2,0.11,206.4,12,3,5,3,9.0,15.0,36.0,37.0,3.0,False
10.0,2.0,1.0,2.0,22.0,73.08,0.15,6.75,10.83,493.31,0.02,27.41,7,0,1,0,6.0,4.0,13.0,9.0,3.0,False
21.0,5.0,1.0,5.0,139.0,763.37,0.1,9.71,78.65,7409.16,0.25,411.62,14,2,3,0,11.0,34.0,79.0,60.0,9.0,False
16.0,2.0,1.0,2.0,42.0,199.71,0.19,5.29,37.72,1057.26,0.07,58.74,12,0,1,0,10.0,17.0,24.0,18.0,3.0,False
17.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
137.0,31.0,14.0,13.0,397.0,2295.2,0.02,49.1,46.74,112701.06,0.77,6261.17,114,2,17,1,21.0,34.0,238.0,159.0,61.0,False
91.0,23.0,15.0,14.0,264.0,1607.09,0.04,23.01,69.84,36980.17,0.54,2054.44,66,15,6,2,21.0,47.0,161.0,103.0,45.0,False
119.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
15.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
36.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
65.0,8.0,7.0,8.0,181.0,1026.71,0.04,26.25,39.11,26951.11,0.34,1497.28,47,7,8,0,21.0,30.0,106.0,75.0,15.0,False
8.0,1.0,1.0,1.0,38.0,148.46,0.14,7.0,21.21,1039.23,0.05,57.74,6,0,0,0,7.0,8.0,22.0,16.0,1.0,False
35.0,1.0,1.0,1.0,153.0,750.75,0.08,13.07,57.43,9813.43,0.25,545.19,26,0,4,0,9.0,21.0,92.0,61.0,1.0,False
22.0,1.0,1.0,1.0,106.0,465.59,0.12,8.13,57.3,3782.88,0.16,210.16,19,1,0,0,5.0,16.0,54.0,52.0,1.0,False
45.0,3.0,1.0,3.0,122.0,551.87,0.04,26.18,21.08,14449.08,0.18,802.73,31,4,3,0,12.0,11.0,74.0,48.0,5.0,False
7.0,1.0,1.0,1.0,15.0,51.89,0.5,2.0,25.95,103.78,0.02,5.77,4,0,1,0,4.0,7.0,8.0,7.0,1.0,False
