loc,v(g),ev(g),iv(g),n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
486.0,23.0,1.0,21.0,2443.0,16335.12,0.01,114.75,142.35,1874505.53,5.45,104139.2,439,0,44,1,22.0,81.0,1598.0,845.0,45.0,False
27.0,2.0,1.0,1.0,54.0,253.82,0.08,12.5,20.31,3172.8,0.08,176.27,15,3,6,0,13.0,13.0,29.0,25.0,3.0,False
93.0,5.0,1.0,5.0,335.0,2073.59,0.03,28.68,72.3,59469.03,0.69,3303.84,86,1,4,0,20.0,53.0,184.0,152.0,9.0,False
17.0,7.0,7.0,5.0,53.0,229.06,0.09,11.0,20.82,2519.68,0.08,139.98,15,0,0,0,11.0,9.0,35.0,18.0,13.0,False
42.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
66.0,15.0,1.0,15.0,226.0,1356.0,0.03,29.17,46.49,39550.0,0.45,2197.22,59,0,5,0,25.0,39.0,135.0,91.0,19.0,False
24.0,12.0,11.0,2.0,96.0,527.22,0.08,12.14,43.44,6399.33,0.18,355.52,20,0,2,0,16.0,29.0,52.0,44.0,23.0,False
15.0,2.0,1.0,1.0,46.0,175.14,0.08,12.67,13.83,2218.42,0.06,123.25,9,0,3,0,8.0,6.0,27.0,19.0,3.0,False
39.0,3.0,1.0,2.0,117.0,634.87,0.07,14.22,44.64,9029.3,0.21,501.63,25,7,4,0,16.0,27.0,69.0,48.0,5.0,False
69.0,8.0,7.0,6.0,185.0,1088.29,0.04,22.68,47.98,24683.0,0.36,1371.28,51,3,13,0,23.0,36.0,114.0,71.0,15.0,True
6.0,1.0,1.0,1.0,13.0,39.0,0.56,1.8,21.67,70.2,0.01,3.9,4,0,0,0,3.0,5.0,7.0,6.0,1.0,False
18.0,5.0,4.0,4.0,69.0,324.33,0.06,16.36,19.82,5307.22,0.11,294.85,10,3,3,0,15.0,11.0,45.0,24.0,9.0,False
4.0,1.0,1.0,1.0,8.0,24.0,0.33,3.0,8.0,72.0,0.01,4.0,2,0,0,0,6.0,2.0,6.0,2.0,1.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,2,0,0,0,4.0,3.0,4.0,3.0,1.0,False
187.0,20.0,7.0,18.0,531.0,3614.71,0.03,39.13,92.37,141452.57,1.2,7858.48,143,14,26,2,29.0,83.0,307.0,224.0,37.0,True
45.0,11.0,1.0,1.0,141.0,670.44,0.02,44.2,15.17,29633.41,0.22,1646.3,28,6,4,2,17.0,10.0,89.0,52.0,21.0,False
82.0,19.0,12.0,13.0,265.0,1624.26,0.05,22.0,73.83,35733.72,0.54,1985.21,65,1,11,1,22.0,46.0,171.0,96.0,37.0,True
32.0,6.0,1.0,1.0,54.0,229.39,0.19,5.31,43.22,1217.52,0.08,67.64,24,0,3,3,6.0,13.0,31.0,23.0,11.0,True
140.0,39.0,36.0,19.0,612.0,3629.61,0.02,58.54,62.01,212465.05,1.21,11803.61,113,6,9,6,20.0,41.0,372.0,240.0,77.0,False
74.0,12.0,1.0,8.0,181.0,1041.63,0.04,26.71,39.0,27821.73,0.35,1545.65,54,0,12,2,23.0,31.0,109.0,72.0,21.0,False
38.0,6.0,1.0,3.0,75.0,339.27,0.04,23.33,14.54,7916.23,0.11,439.79,12,2,19,3,14.0,9.0,45.0,30.0,11.0,True
20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,True
112.0,39.0,39.0,31.0,526.0,2968.67,0.01,66.81,44.44,198326.2,0.99,11018.12,102,0,8,0,19.0,31.0,308.0,218.0,77.0,False
45.0,4.0,1.0,4.0,151.0,808.99,0.08,12.83,63.04,10382.04,0.27,576.78,35,0,8,0,11.0,30.0,81.0,70.0,7.0,False
4.0,2.0,1.0,1.0,18.0,73.57,0.22,4.5,16.35,331.08,0.02,18.39,2,0,0,0,9.0,8.0,10.0,8.0,3.0,False
17.0,2.0,1.0,1.0,43.0,185.84,0.13,7.5,24.78,1393.82,0.06,77.43,13,0,1,0,10.0,10.0,28.0,15.0,3.0,False
25.0,3.0,1.0,3.0,89.0,476.82,0.12,8.48,56.21,4044.77,0.16,224.71,20,0,3,0,12.0,29.0,48.0,41.0,5.0,False
43.0,6.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
31.0,3.0,1.0,1.0,65.0,322.02,0.08,12.27,26.25,3950.15,0.11,219.45,22,1,4,0,16.0,15.0,42.0,23.0,5.0,False
321.0,45.0,18.0,16.0,867.0,5600.33,0.01,101.64,55.1,569205.67,1.87,31622.54,226,46,37,10,30.0,58.0,474.0,393.0,89.0,True
53.0,8.0,1.0,8.0,172.0,902.64,0.03,36.11,25.0,32595.46,0.3,1810.86,46,0,5,0,20.0,18.0,107.0,65.0,14.0,False
11.0,2.0,1.0,2.0,25.0,104.25,0.11,9.1,11.46,948.66,0.03,52.7,8,0,1,0,13.0,5.0,18.0,7.0,3.0,False
6.0,1.0,1.0,1.0,9.0,23.26,0.5,2.0,11.63,46.53,0.01,2.58,3,0,1,0,3.0,3.0,5.0,4.0,1.0,False
18.0,2.0,1.0,2.0,41.0,182.84,0.13,7.5,24.38,1371.28,0.06,76.18,16,0,2,0,10.0,12.0,23.0,18.0,3.0,False
51.0,16.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,31.0,True
52.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,15.0,False
38.0,4.0,1.0,4.0,165.0,801.57,0.06,17.78,45.1,14247.85,0.27,791.55,35,0,1,0,9.0,20.0,86.0,79.0,7.0,False
51.0,7.0,4.0,7.0,166.0,959.71,0.09,10.88,88.18,10445.17,0.32,580.29,36,4,7,1,12.0,43.0,88.0,78.0,13.0,False
6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
11.0,1.0,1.0,1.0,48.0,196.2,0.15,6.65,29.5,1304.72,0.07,72.48,9,0,0,0,7.0,10.0,29.0,19.0,1.0,False
14.0,1.0,1.0,1.0,79.0,346.99,0.22,4.59,75.63,1592.09,0.12,88.45,12,0,0,0,4.0,17.0,40.0,39.0,1.0,True
39.0,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
53.0,5.0,1.0,5.0,160.0,878.7,0.06,18.0,48.82,15816.54,0.29,878.7,27,4,20,0,18.0,27.0,106.0,54.0,9.0,True
33.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
26.0,5.0,1.0,3.0,53.0,246.12,0.09,11.54,21.33,2839.9,0.08,157.77,20,0,4,0,12.0,13.0,28.0,25.0,9.0,False
158.0,21.0,10.0,11.0,328.0,1790.69,0.02,50.42,35.52,90280.8,0.6,5015.6,95,30,31,0,20.0,24.0,207.0,121.0,41.0,False
5.0,1.0,1.0,1.0,6.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2,0,1,0,4.0,2.0,4.0,2.0,1.0,False
19.0,1.0,1.0,1.0,117.0,590.19,0.12,8.44,69.95,4979.76,0.2,276.65,14,0,3,0,9.0,24.0,72.0,45.0,1.0,False
4.0,1.0,1.0,1.0,12.0,39.86,0.4,2.5,15.95,99.66,0.01,5.54,2,0,0,0,5.0,5.0,7.0,5.0,1.0,False
28.0,3.0,1.0,2.0,65.0,327.89,0.09,11.29,29.03,3703.18,0.11,205.73,25,0,3,0,16.0,17.0,41.0,24.0,5.0,False
26.0,6.0,6.0,3.0,45.0,197.65,0.1,10.0,19.77,1976.54,0.07,109.81,19,0,4,1,12.0,9.0,30.0,15.0,11.0,False
7.0,1.0,1.0,1.0,17.0,51.0,0.42,2.4,21.25,122.4,0.02,6.8,5,0,0,0,3.0,5.0,9.0,8.0,1.0,False
8.0,1.0,1.0,1.0,22.0,89.92,0.2,5.06,17.76,455.24,0.03,25.29,4,0,2,0,9.0,8.0,13.0,9.0,1.0,True
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
17.0,2.0,1.0,1.0,37.0,169.64,0.13,8.0,21.21,1357.15,0.06,75.4,11,0,3,1,12.0,12.0,21.0,16.0,3.0,False
10.0,3.0,1.0,3.0,41.0,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,6,0,2,0,12.0,12.0,26.0,15.0,5.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
19.0,2.0,1.0,2.0,37.0,167.37,0.23,4.27,39.23,714.12,0.06,39.67,10,0,3,4,8.0,15.0,21.0,16.0,3.0,False
36.0,6.0,4.0,5.0,104.0,557.19,0.08,12.98,42.92,7232.7,0.19,401.82,24,5,5,0,15.0,26.0,59.0,45.0,11.0,False
16.0,6.0,6.0,2.0,61.0,267.93,0.05,21.25,12.61,5693.54,0.09,316.31,13,0,1,0,15.0,6.0,44.0,17.0,11.0,False
7.0,1.0,1.0,1.0,15.0,57.11,0.29,3.5,16.32,199.89,0.02,11.1,4,0,1,0,7.0,7.0,8.0,7.0,1.0,False
33.0,12.0,8.0,7.0,146.0,760.58,0.04,24.38,31.2,18543.67,0.25,1030.2,20,8,3,0,16.0,21.0,82.0,64.0,23.0,False
10.0,1.0,1.0,1.0,19.0,60.23,0.28,3.6,16.73,216.82,0.02,12.05,7,0,1,0,4.0,5.0,10.0,9.0,1.0,False
20.0,4.0,1.0,1.0,78.0,362.22,0.09,11.67,31.05,4225.91,0.12,234.77,14,0,4,0,10.0,15.0,43.0,35.0,7.0,False
13.0,2.0,1.0,2.0,37.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8,0,2,0,11.0,11.0,23.0,14.0,3.0,False
5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,1,0,3.0,1.0,3.0,1.0,1.0,False
18.0,3.0,1.0,3.0,41.0,182.84,0.16,6.25,29.25,1142.73,0.06,63.48,15,0,1,0,10.0,12.0,26.0,15.0,5.0,False
29.0,2.0,1.0,2.0,51.0,204.0,0.09,11.0,18.55,2244.0,0.07,124.67,19,6,2,0,8.0,8.0,29.0,22.0,3.0,True
26.0,5.0,5.0,3.0,61.0,299.32,0.07,13.71,21.83,4104.96,0.1,228.05,14,7,3,0,16.0,14.0,37.0,24.0,9.0,False
13.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
209.0,19.0,17.0,13.0,420.0,2574.3,0.02,43.83,58.74,112821.45,0.86,6267.86,116,47,37,7,24.0,46.0,252.0,168.0,37.0,True
32.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,13.0,False
12.0,2.0,1.0,2.0,35.0,158.32,0.23,4.27,37.11,675.52,0.05,37.53,9,0,1,0,8.0,15.0,19.0,16.0,3.0,False
91.0,15.0,11.0,10.0,354.0,2139.72,0.03,35.0,61.13,74890.04,0.71,4160.56,75,3,11,0,22.0,44.0,214.0,140.0,29.0,False
61.0,1.0,1.0,1.0,255.0,1153.51,0.01,79.69,14.48,91920.19,0.38,5106.68,43,2,13,0,15.0,8.0,170.0,85.0,1.0,False
19.0,2.0,1.0,1.0,60.0,240.0,0.06,15.43,15.56,3702.86,0.08,205.71,14,0,3,0,9.0,7.0,36.0,24.0,3.0,True
40.0,4.0,1.0,4.0,151.0,740.94,0.06,16.32,45.36,12102.03,0.25,672.33,32,0,6,0,12.0,18.0,102.0,49.0,7.0,False
28.0,4.0,1.0,4.0,72.0,342.35,0.08,13.2,25.94,4519.05,0.11,251.06,24,0,2,0,12.0,15.0,39.0,33.0,7.0,False
12.0,2.0,1.0,2.0,34.0,146.95,0.25,4.04,36.39,593.43,0.05,32.97,10,0,0,0,7.0,13.0,19.0,15.0,3.0,False
24.0,9.0,6.0,2.0,95.0,470.65,0.03,35.7,13.18,16802.16,0.16,933.45,20,0,2,0,21.0,10.0,61.0,34.0,17.0,False
32.0,5.0,3.0,3.0,104.0,505.23,0.06,17.06,29.61,8620.49,0.17,478.92,21,3,2,0,13.0,16.0,62.0,42.0,9.0,False
62.0,10.0,8.0,9.0,138.0,739.34,0.05,18.24,40.53,13485.6,0.25,749.2,46,6,8,0,16.0,25.0,81.0,57.0,19.0,False
12.0,1.0,1.0,1.0,6.0,15.51,0.4,2.5,6.2,38.77,0.01,2.15,1,5,2,1,5.0,1.0,5.0,1.0,1.0,False
16.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
51.0,11.0,1.0,2.0,99.0,515.74,0.07,14.78,34.9,7621.43,0.17,423.41,36,0,11,1,19.0,18.0,71.0,28.0,12.0,False
34.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,False
150.0,28.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,55.0,True
28.0,2.0,1.0,2.0,81.0,412.08,0.09,11.76,35.04,4846.9,0.14,269.27,21,4,1,0,13.0,21.0,43.0,38.0,3.0,False
4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,2,0,0,0,5.0,2.0,5.0,2.0,1.0,False
45.0,6.0,3.0,4.0,112.0,603.94,0.08,13.06,46.26,7884.77,0.2,438.04,41,0,2,0,15.0,27.0,65.0,47.0,11.0,False
17.0,2.0,1.0,2.0,56.0,272.05,0.16,6.32,43.07,1718.19,0.09,95.46,13,0,1,0,10.0,19.0,32.0,24.0,3.0,False
12.0,2.0,1.0,2.0,52.0,241.48,0.15,6.75,35.77,1629.99,0.08,90.56,9,0,1,0,9.0,16.0,28.0,24.0,3.0,False
48.0,9.0,8.0,4.0,147.0,787.56,0.02,41.65,18.91,32799.55,0.26,1822.2,40,0,8,0,24.0,17.0,88.0,59.0,17.0,True
377.0,48.0,19.0,44.0,1295.0,8764.8,0.01,84.86,103.28,743817.61,2.92,41323.2,303,36,36,0,28.0,81.0,804.0,491.0,89.0,False
35.0,10.0,1.0,1.0,55.0,282.11,0.13,7.5,37.61,2115.83,0.09,117.55,24,0,9,0,15.0,20.0,35.0,20.0,11.0,False
31.0,3.0,1.0,2.0,87.0,438.86,0.09,10.86,40.42,4764.79,0.15,264.71,24,0,5,0,12.0,21.0,49.0,38.0,5.0,True
28.0,6.0,1.0,1.0,50.0,232.19,0.11,8.77,26.48,2036.15,0.08,113.12,21,0,5,0,12.0,13.0,31.0,19.0,7.0,False
22.0,2.0,1.0,1.0,75.0,381.56,0.13,7.41,51.47,2828.52,0.13,157.14,15,0,4,0,11.0,23.0,44.0,31.0,3.0,False
14.0,2.0,1.0,2.0,43.0,191.76,0.13,8.0,23.97,1534.04,0.06,85.22,9,0,2,0,11.0,11.0,27.0,16.0,3.0,False
4.0,1.0,1.0,1.0,9.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2,0,0,0,4.0,4.0,5.0,4.0,1.0,False
72.0,6.0,1.0,5.0,245.0,1360.87,0.03,31.89,42.67,43402.17,0.45,2411.23,52,7,9,1,19.0,28.0,151.0,94.0,11.0,True
17.0,2.0,1.0,2.0,40.0,178.38,0.1,10.11,17.64,1803.59,0.06,100.2,9,2,4,0,13.0,9.0,26.0,14.0,3.0,True
20.0,2.0,1.0,2.0,46.0,198.81,0.16,6.19,32.11,1231.08,0.07,68.39,13,0,5,0,7.0,13.0,23.0,23.0,3.0,False
13.0,2.0,1.0,2.0,18.0,64.53,0.17,6.0,10.75,387.18,0.02,21.51,7,2,2,0,8.0,4.0,12.0,6.0,3.0,False
4.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,2,0,0,0,5.0,4.0,6.0,4.0,1.0,False
29.0,1.0,1.0,1.0,93.0,308.94,0.05,18.75,16.48,5792.61,0.1,321.81,24,0,3,0,6.0,4.0,68.0,25.0,1.0,False
176.0,50.0,49.0,23.0,632.0,3873.71,0.02,57.91,66.89,224338.15,1.29,12463.23,139,22,10,2,24.0,46.0,410.0,222.0,99.0,False
27.0,2.0,1.0,1.0,77.0,370.17,0.09,10.56,35.07,3907.31,0.12,217.07,20,2,3,0,10.0,18.0,39.0,38.0,3.0,False
41.0,9.0,1.0,3.0,94.0,474.17,0.05,18.35,25.84,8702.47,0.16,483.47,33,0,5,1,16.0,17.0,55.0,39.0,17.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
30.0,4.0,1.0,3.0,128.0,676.53,0.05,21.91,30.87,14824.86,0.23,823.6,24,0,4,0,16.0,23.0,65.0,63.0,7.0,False
43.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
6.0,1.0,1.0,1.0,10.0,31.7,0.4,2.5,12.68,79.25,0.01,4.4,3,0,1,0,5.0,4.0,6.0,4.0,1.0,True
29.0,6.0,1.0,4.0,85.0,425.0,0.07,13.68,31.06,5815.79,0.14,323.1,20,2,5,0,13.0,19.0,45.0,40.0,11.0,True
68.0,11.0,9.0,7.0,289.0,1678.33,0.03,34.2,49.07,57398.73,0.56,3188.82,59,0,7,0,21.0,35.0,175.0,114.0,21.0,True
5.0,1.0,1.0,1.0,9.0,25.27,0.5,2.0,12.63,50.53,0.01,2.81,3,0,0,0,4.0,3.0,6.0,3.0,1.0,False
44.0,6.0,4.0,3.0,143.0,798.65,0.04,28.5,28.02,22761.51,0.27,1264.53,26,7,7,2,24.0,24.0,86.0,57.0,11.0,True
20.0,3.0,1.0,2.0,48.0,240.0,0.11,9.0,26.67,2160.0,0.08,120.0,18,0,0,0,16.0,16.0,30.0,18.0,4.0,False
14.0,1.0,1.0,1.0,23.0,87.57,0.5,2.0,43.78,175.14,0.03,9.73,8,3,3,0,4.0,10.0,13.0,10.0,1.0,False
7.0,1.0,1.0,1.0,13.0,41.21,0.42,2.4,17.17,98.9,0.01,5.49,4,0,1,0,4.0,5.0,7.0,6.0,1.0,False
61.0,26.0,24.0,8.0,297.0,1795.19,0.03,32.09,55.94,57612.92,0.6,3200.72,41,8,10,0,23.0,43.0,177.0,120.0,51.0,True
19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
6.0,1.0,1.0,1.0,32.0,135.93,0.29,3.46,39.27,470.54,0.05,26.14,4,0,0,0,6.0,13.0,17.0,15.0,1.0,False
9.0,3.0,3.0,2.0,21.0,85.84,0.16,6.42,13.38,550.79,0.03,30.6,6,0,1,0,11.0,6.0,14.0,7.0,5.0,False
231.0,20.0,7.0,5.0,676.0,4197.59,0.01,89.32,47.0,374921.15,1.4,20828.95,121,56,44,3,30.0,44.0,414.0,262.0,37.0,True
19.0,3.0,1.0,3.0,40.0,163.5,0.18,5.6,29.2,915.59,0.05,50.87,16,0,1,0,7.0,10.0,24.0,16.0,5.0,False
15.0,3.0,1.0,2.0,39.0,173.92,0.13,7.8,22.3,1356.56,0.06,75.36,10,0,3,0,12.0,10.0,26.0,13.0,5.0,False
100.0,15.0,6.0,6.0,305.0,1933.65,0.05,21.3,90.79,41183.72,0.64,2287.98,79,9,12,0,19.0,62.0,166.0,139.0,29.0,False
18.0,3.0,1.0,2.0,27.0,99.91,0.21,4.71,21.19,471.01,0.03,26.17,15,0,1,0,6.0,7.0,16.0,11.0,5.0,False
19.0,6.0,1.0,6.0,58.0,232.0,0.06,16.67,13.92,3866.67,0.08,214.81,12,0,5,0,10.0,6.0,38.0,20.0,11.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
15.0,3.0,1.0,3.0,45.0,197.65,0.15,6.46,30.59,1277.15,0.07,70.95,10,0,3,0,8.0,13.0,24.0,21.0,5.0,True
21.0,6.0,1.0,4.0,90.0,445.88,0.05,18.75,23.78,8360.2,0.15,464.46,17,0,1,1,15.0,16.0,50.0,40.0,11.0,False
43.0,4.0,4.0,2.0,63.0,292.56,0.06,17.25,16.96,5046.71,0.1,280.37,25,12,4,0,15.0,10.0,41.0,23.0,7.0,False
12.0,2.0,1.0,2.0,43.0,185.84,0.23,4.29,43.36,796.47,0.06,44.25,10,0,0,0,6.0,14.0,23.0,20.0,3.0,False
17.0,2.0,1.0,2.0,41.0,190.4,0.16,6.29,30.29,1196.79,0.06,66.49,10,1,3,0,11.0,14.0,25.0,16.0,3.0,False
22.0,10.0,7.0,2.0,121.0,605.0,0.04,28.29,21.39,17112.86,0.2,950.71,19,0,1,0,19.0,14.0,84.0,44.0,19.0,True
91.0,2.0,1.0,1.0,267.0,1564.08,0.05,20.23,77.31,31645.36,0.52,1758.08,49,20,20,0,15.0,43.0,151.0,116.0,3.0,False
11.0,2.0,1.0,2.0,17.0,62.91,0.29,3.5,17.97,220.18,0.02,12.23,7,0,2,0,7.0,6.0,11.0,6.0,3.0,True
25.0,9.0,6.0,2.0,86.0,413.43,0.03,28.8,14.36,11906.86,0.14,661.49,20,1,2,0,18.0,10.0,54.0,32.0,17.0,False
41.0,4.0,1.0,3.0,133.0,665.0,0.03,29.47,22.57,19595.33,0.22,1088.63,22,10,7,0,17.0,15.0,81.0,52.0,7.0,True
5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
11.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,9.0,False
44.0,10.0,8.0,7.0,208.0,1243.27,0.04,26.74,46.5,33242.04,0.41,1846.78,39,0,4,1,23.0,40.0,115.0,93.0,19.0,False
41.0,5.0,3.0,3.0,110.0,593.15,0.09,10.98,54.01,6514.48,0.2,361.92,32,1,6,0,13.0,29.0,61.0,49.0,9.0,True
25.0,13.0,13.0,13.0,108.0,501.54,0.07,14.14,35.46,7093.16,0.17,394.06,19,0,4,0,11.0,14.0,72.0,36.0,25.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
208.0,56.0,53.0,24.0,675.0,4217.35,0.02,59.07,71.4,249113.14,1.41,13839.62,165,28,10,2,25.0,51.0,434.0,241.0,111.0,False
21.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,False
14.0,3.0,3.0,1.0,28.0,116.76,0.09,11.0,10.61,1284.34,0.04,71.35,10,0,2,0,12.0,6.0,17.0,11.0,5.0,False
12.0,4.0,3.0,3.0,27.0,112.59,0.15,6.87,16.37,774.04,0.04,43.0,11,0,1,0,10.0,8.0,16.0,11.0,7.0,False
5.0,1.0,1.0,1.0,4.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2,0,1,0,3.0,1.0,3.0,1.0,1.0,True
43.0,7.0,7.0,4.0,96.0,471.06,0.05,20.57,22.9,9690.41,0.16,538.36,34,0,4,0,16.0,14.0,60.0,36.0,13.0,False
44.0,11.0,8.0,9.0,131.0,731.63,0.07,14.26,51.31,10431.63,0.24,579.53,33,1,8,0,17.0,31.0,79.0,52.0,21.0,False
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
61.0,11.0,1.0,5.0,180.0,1005.29,0.03,32.15,31.27,32324.04,0.34,1795.78,55,0,4,0,22.0,26.0,104.0,76.0,21.0,False
10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,5.0,False
14.0,3.0,3.0,2.0,25.0,100.0,0.16,6.43,15.56,642.86,0.03,35.71,13,0,1,0,9.0,7.0,15.0,10.0,5.0,False
65.0,1.0,1.0,1.0,188.0,1081.92,0.11,8.9,121.56,9629.08,0.36,534.95,42,8,13,0,9.0,45.0,99.0,89.0,1.0,False
76.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,27.0,True
7.0,1.0,1.0,1.0,13.0,41.21,0.32,3.12,13.19,128.78,0.01,7.15,5,0,0,0,5.0,4.0,8.0,5.0,1.0,False
18.0,6.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,11.0,True
13.0,2.0,1.0,1.0,41.0,177.2,0.09,11.25,15.75,1993.49,0.06,110.75,8,0,3,0,12.0,8.0,26.0,15.0,3.0,False
4.0,1.0,1.0,1.0,5.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2,0,0,0,3.0,2.0,3.0,2.0,1.0,False
10.0,2.0,1.0,2.0,16.0,55.35,0.21,4.8,11.53,265.68,0.02,14.76,7,0,1,0,6.0,5.0,8.0,8.0,3.0,False
43.0,11.0,11.0,2.0,102.0,527.33,0.04,23.75,22.2,12524.14,0.18,695.79,35,1,5,0,20.0,16.0,64.0,38.0,21.0,False
8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
34.0,5.0,1.0,1.0,84.0,379.98,0.05,19.5,19.49,7409.59,0.13,411.64,20,3,8,0,13.0,10.0,54.0,30.0,9.0,False
11.0,1.0,1.0,1.0,15.0,53.77,0.25,4.0,13.44,215.1,0.02,11.95,6,0,2,0,8.0,4.0,11.0,4.0,1.0,False
31.0,2.0,1.0,2.0,133.0,692.86,0.08,11.85,58.49,8207.69,0.23,455.98,21,1,7,0,11.0,26.0,77.0,56.0,3.0,False
36.0,4.0,4.0,2.0,140.0,734.71,0.04,23.85,30.81,17522.83,0.24,973.49,13,10,6,0,18.0,20.0,87.0,53.0,7.0,False
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,False
46.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,14.0,False
11.0,2.0,1.0,2.0,18.0,68.53,0.19,5.33,12.85,365.51,0.02,20.31,7,0,2,0,8.0,6.0,10.0,8.0,3.0,False
25.0,2.0,1.0,2.0,56.0,256.76,0.18,5.56,46.19,1427.27,0.09,79.29,19,2,2,0,7.0,17.0,29.0,27.0,3.0,False
30.0,1.0,1.0,1.0,100.0,528.54,0.11,9.04,58.49,4775.74,0.18,265.32,16,0,5,7,11.0,28.0,54.0,46.0,1.0,False
